id,sentence,paraphrased_sentence,option1,option2,answer,filled_1,filled_2,pred,score1,score2,correct
68,Jean faisait son jogging dans le parc quand il a vu un homme jongler avec des pastèques. _ était très impressionné.,"En courant dans le parc, Jean a aperçu un homme jonglant avec des pastèques ; _ était très impressionné.",Jean,le jongleur,1,Jean faisait son jogging dans le parc quand il a vu un homme jongler avec des pastèques. Jean était très impressionné.,Jean faisait son jogging dans le parc quand il a vu un homme jongler avec des pastèques. le jongleur était très impressionné.,1,-273.1181688308716,-303.20805263519287,1
69,Boris a fait un malaise sur le trottoir et Carlo s'est approché pour l'aider. _ était très faible.,"Après que Boris a fait un malaise sur le trottoir et que Carlo s’est approché pour lui porter secours, _ était très faible.",Carlo,Boris,2,Boris a fait un malaise sur le trottoir et Carlo s'est approché pour l'aider. Carlo était très faible.,Boris a fait un malaise sur le trottoir et Carlo s'est approché pour l'aider. Boris était très faible.,2,-272.71794605255127,-262.78991889953613,1
70,Pierre et Marc sont poursuivis pour diffamation. Pierre a écrit dans leur livre plusieurs faux témoignages que Marc a colportés. _ aurait dû être plus honnête.,"Poursuivis pour diffamation, Pierre et Marc sont impliqués : Pierre a rédigé de faux témoignages que Marc a relayés ; _ aurait dû faire preuve de plus d’honnêteté.",Pierre,Marc,1,Pierre et Marc sont poursuivis pour diffamation. Pierre a écrit dans leur livre plusieurs faux témoignages que Marc a colportés. Pierre aurait dû être plus honnête.,Pierre et Marc sont poursuivis pour diffamation. Pierre a écrit dans leur livre plusieurs faux témoignages que Marc a colportés. Marc aurait dû être plus honnête.,1,-335.2844867706299,-336.2053623199463,1
71,Marie a pris son violon pour jouer un de ses morceaux favoris. Il possède _ depuis son enfance.,"Pour interpréter l’un de ses morceaux préférés, Marie a pris son violon ; elle possède _ depuis son enfance.",le violon,le morceau,1,Marie a pris son violon pour jouer un de ses morceaux favoris. Il possède le violon depuis son enfance.,Marie a pris son violon pour jouer un de ses morceaux favoris. Il possède le morceau depuis son enfance.,2,-217.5715160369873,-216.3795509338379,0
72,"Sarah a emprunté un livre à la bibliothèque, elle en a besoin pour un article sur lequel elle travaille. Elle lira _ à la maison.","Ayant besoin d’un livre de la bibliothèque pour rédiger un article, Sarah prévoit de lire _ chez elle.",l'article,le livre,2,"Sarah a emprunté un livre à la bibliothèque, elle en a besoin pour un article sur lequel elle travaille. Elle lira l'article à la maison.","Sarah a emprunté un livre à la bibliothèque, elle en a besoin pour un article sur lequel elle travaille. Elle lira le livre à la maison.",2,-325.4784994125366,-314.72035694122314,1
73,"Esther pense qu'elle économisera sur les frais de port si elle installe son usine à Toulouse au lieu de Lille. En effet, beaucoup de ses clients habitent à _.","Pour réduire les frais de port, Esther envisage d’implanter son usine à Toulouse plutôt qu’à Lille, car nombre de ses clients vivent à _.",Lille,Toulouse,2,"Esther pense qu'elle économisera sur les frais de port si elle installe son usine à Toulouse au lieu de Lille. En effet, beaucoup de ses clients habitent à Lille.","Esther pense qu'elle économisera sur les frais de port si elle installe son usine à Toulouse au lieu de Lille. En effet, beaucoup de ses clients habitent à Toulouse.",2,-373.3831548690796,-373.05513858795166,1
74,Les scientifiques étudient trois espèces de poissons trouvées récemment dans l'océan indien. _ ont commencé il y a deux ans.,Trois espèces de poissons découvertes récemment dans l’océan Indien font l’objet de recherches ; _ ont débuté il y a deux ans.,les scientifiques,les poissons,1,Les scientifiques étudient trois espèces de poissons trouvées récemment dans l'océan indien. les scientifiques ont commencé il y a deux ans.,Les scientifiques étudient trois espèces de poissons trouvées récemment dans l'océan indien. les poissons ont commencé il y a deux ans.,2,-282.1748847961426,-281.63747787475586,0
75,Denis a dû empêcher Benoît de maltraiter l'oiseau blessé. _ est vraiment compatissant.,"Lorsque Benoît s’en prenait à l’oiseau blessé, Denis est intervenu pour l’arrêter ; _ est vraiment compatissant.",Denis,Benoît,1,Denis a dû empêcher Benoît de maltraiter l'oiseau blessé. Denis est vraiment compatissant.,Denis a dû empêcher Benoît de maltraiter l'oiseau blessé. Benoît est vraiment compatissant.,2,-220.23779964447021,-220.15747165679932,0
76,"Prise en tenaille par la défense, Emma n'a pas pu envoyer la balle à Jeanine parce qu'elle avait vu que _ était démarquée.","Coincée par la défense, Emma a renoncé à passer la balle à Jeanine après avoir constaté que _ était démarquée.",Jeanine,Emma,1,"Prise en tenaille par la défense, Emma n'a pas pu envoyer la balle à Jeanine parce qu'elle avait vu que Jeanine était démarquée.","Prise en tenaille par la défense, Emma n'a pas pu envoyer la balle à Jeanine parce qu'elle avait vu que Emma était démarquée.",2,-356.8597755432129,-347.0844564437866,0
77,"Le scooter a dépassé le bus scolaire, car _ roulait trop vite.","Le bus scolaire s’est fait dépasser par le scooter, puisque _ roulait à une vitesse excessive.",Le scooter,Le bus scolaire,1,"Le scooter a dépassé le bus scolaire, car Le scooter roulait trop vite.","Le scooter a dépassé le bus scolaire, car Le bus scolaire roulait trop vite.",1,-168.14720630645752,-179.78795528411865,1
78,Marc a dit que son adversaire Frank méritait largement sa victoire. _ fut flatté.,"Après que Marc a reconnu que Frank méritait pleinement sa victoire, _ en a été flatté.",Marc,Frank,2,Marc a dit que son adversaire Frank méritait largement sa victoire. Marc fut flatté.,Marc a dit que son adversaire Frank méritait largement sa victoire. Frank fut flatté.,2,-189.60287284851074,-189.24499320983887,1
79,L'éponge de Paul va abîmer la carafe : _ est en fer.,"La carafe risque d’être endommagée par l’éponge de Paul, car _ est en fer.",la carafe,l'éponge,2,L'éponge de Paul va abîmer la carafe : la carafe est en fer.,L'éponge de Paul va abîmer la carafe : l'éponge est en fer.,2,-229.0906581878662,-220.66032695770264,1
80,Jean n'a pas pu voir la scène : Benoît était devant lui et _ est plus petit.,"La vue de Jean était bloquée, puisque Benoît se tenait devant lui et que _ est plus petit.",Benoît,Jean,2,Jean n'a pas pu voir la scène : Benoît était devant lui et Benoît est plus petit.,Jean n'a pas pu voir la scène : Benoît était devant lui et Jean est plus petit.,2,-209.43497848510742,-208.9452829360962,1
81,Anna a mieux réussi l'examen que son amie Lucy car _ avait beaucoup révisé.,"À l’examen, Anna a obtenu de meilleurs résultats que Lucy, parce que _ avait énormément étudie.",Anna,Lucy,1,Anna a mieux réussi l'examen que son amie Lucy car Anna avait beaucoup révisé.,Anna a mieux réussi l'examen que son amie Lucy car Lucy avait beaucoup révisé.,1,-187.4979887008667,-197.43420124053955,1
82,Les pompiers sont arrivés avant les policiers alors que _ venaient de plus loin.,"Bien que _ soient partis de plus loin, les pompiers sont arrivés avant les policiers.",Les pompiers,Les policiers,1,Les pompiers sont arrivés avant les policiers alors que Les pompiers venaient de plus loin.,Les pompiers sont arrivés avant les policiers alors que Les policiers venaient de plus loin.,2,-165.53512382507324,-164.68788814544678,0
83,"Jérémy s'est emporté contre Kevin, car _ était très contrarié.","Jérémy s’est fâché contre Kevin, car _ était très contrarié.",Kevin,Jérémy,2,"Jérémy s'est emporté contre Kevin, car Kevin était très contrarié.","Jérémy s'est emporté contre Kevin, car Jérémy était très contrarié.",2,-146.87908363342285,-146.62540912628174,1
84,"Le sac de pommes de terre est au-dessus du sac de farine, donc il faudra déplacer _ en premier.","Comme le sac de pommes de terre est posé au-dessus du sac de farine, _ devra être déplacé en premier.",le sac de farine,le sac de pommes de terre,2,"Le sac de pommes de terre est au-dessus du sac de farine, donc il faudra déplacer le sac de farine en premier.","Le sac de pommes de terre est au-dessus du sac de farine, donc il faudra déplacer le sac de pommes de terre en premier.",1,-269.6065454483032,-291.2212371826172,0
85,J'ai étalé la nappe sur la table pour montrer _.,"Afin de mettre en valeur _, j’ai étendu la nappe sur la table.",la table,la nappe,2,J'ai étalé la nappe sur la table pour montrer la table.,J'ai étalé la nappe sur la table pour montrer la nappe.,1,-146.7502155303955,-148.01191329956055,0
86,Sylvie est au courant de tous les problèmes personnels de Marie car _ est curieuse.,"Si Sylvie connaît tous les problèmes personnels de Marie, c’est parce que _ est curieuse.",Marie,Sylvie,2,Sylvie est au courant de tous les problèmes personnels de Marie car Marie est curieuse.,Sylvie est au courant de tous les problèmes personnels de Marie car Sylvie est curieuse.,2,-163.7670774459839,-163.43009281158447,1
87,Sandrine a appris que le fils d'Anne avait eu un accident car _ l'a prévenue.,Sandrine a été informée de l’accident du fils d’Anne parce que _ l’a prévenue.,Anne,Sandrine,1,Sandrine a appris que le fils d'Anne avait eu un accident car Anne l'a prévenue.,Sandrine a appris que le fils d'Anne avait eu un accident car Sandrine l'a prévenue.,1,-221.87400913238525,-222.21875,1
88,"Le frère jumeau de Joël arrive toujours à le battre au tennis, même si _ a suivi deux ans de cours en moins.","Au tennis, le frère jumeau de Joël gagne toujours contre lui, bien que _ ait pris deux ans de cours en moins.",le frère de Joël,Joël,1,"Le frère jumeau de Joël arrive toujours à le battre au tennis, même si le frère de Joël a suivi deux ans de cours en moins.","Le frère jumeau de Joël arrive toujours à le battre au tennis, même si Joël a suivi deux ans de cours en moins.",2,-292.7156238555908,-261.5218334197998,0
89,Le tableau dans le salon de Mark représente un arbre. _ est placé à droite de la bibliothèque.,"Dans le salon de Mark, un tableau représentant un arbre est accroché ; _ se trouve à droite de la bibliothèque.",le tableau,l'arbre,1,Le tableau dans le salon de Mark représente un arbre. le tableau est placé à droite de la bibliothèque.,Le tableau dans le salon de Mark représente un arbre. l'arbre est placé à droite de la bibliothèque.,1,-219.11751747131348,-229.69928550720215,1
90,J'ai sorti le portable de mon sac pour que _ soit plus accessible.,"Afin de rendre _ plus facile à atteindre, j’ai sorti le portable de mon sac.",mon sac,le portable,2,J'ai sorti le portable de mon sac pour que mon sac soit plus accessible.,J'ai sorti le portable de mon sac pour que le portable soit plus accessible.,2,-178.60871696472168,-178.1912326812744,1
91,"Je suis sûre que ce monument est dans mon guide, _ est incontournable.","Ce monument doit figurer dans mon guide, car _ est incontournable.",le guide,le monument,2,"Je suis sûre que ce monument est dans mon guide, le guide est incontournable.","Je suis sûre que ce monument est dans mon guide, le monument est incontournable.",1,-166.07133865356445,-166.47583675384521,0
92,La chatte attendait la souris à côté du trou. _ était très impatiente.,"Près du trou, la chatte guettait la souris ; _ était très impatiente.",la chatte,la souris,1,La chatte attendait la souris à côté du trou. la chatte était très impatiente.,La chatte attendait la souris à côté du trou. la souris était très impatiente.,2,-179.7386417388916,-179.33839416503906,0
93,"J'ai mis la clé dans la serrure, mais elle était bouchée avec du chewing-gum, je n'ai pas pu extirper _.","Après avoir inséré la clé dans la serrure bouchée par du chewing-gum, je n’ai pas réussi à retirer _.",la clé,la serrure,1,"J'ai mis la clé dans la serrure, mais elle était bouchée avec du chewing-gum, je n'ai pas pu extirper la clé.","J'ai mis la clé dans la serrure, mais elle était bouchée avec du chewing-gum, je n'ai pas pu extirper la serrure.",2,-355.8972406387329,-355.8707447052002,0
94,Le braqueur est entré dans la banque et a poignardé un des guichetiers. _ a été condamné presque immédiatement.,"Après être entré dans la banque et avoir poignardé un guichetier, _ a été condamné presque aussitôt.",le braqueur,le guichetier,1,Le braqueur est entré dans la banque et a poignardé un des guichetiers. le braqueur a été condamné presque immédiatement.,Le braqueur est entré dans la banque et a poignardé un des guichetiers. le guichetier a été condamné presque immédiatement.,1,-269.22492122650146,-269.3573007583618,1
95,Samuel et Amélie sont passionnément amoureux mais les parents d'Amélie sont contre cette relation car _ sont jeunes.,Les parents d’Amélie s’opposent à la relation entre Samuel et Amélie parce que _ sont trop jeunes.,Samuel et Amélie,les parents d'Amélie,1,Samuel et Amélie sont passionnément amoureux mais les parents d'Amélie sont contre cette relation car Samuel et Amélie sont jeunes.,Samuel et Amélie sont passionnément amoureux mais les parents d'Amélie sont contre cette relation car les parents d'Amélie sont jeunes.,1,-260.2199468612671,-291.9518699645996,1
96,Les renards viennent la nuit dans la cour et attaquent les lapins. _ sont devenus téméraires.,"La nuit, des renards pénètrent dans la cour pour attaquer les lapins ; _ sont devenus téméraires.",les lapins,les renards,2,Les renards viennent la nuit dans la cour et attaquent les lapins. les lapins sont devenus téméraires.,Les renards viennent la nuit dans la cour et attaquent les lapins. les renards sont devenus téméraires.,1,-251.92046642303467,-262.7533264160156,0
97,Gabrielle est contente d'avoir échangé son pull contre mon gilet. Elle pense que _ est très démodé.,"Après avoir échangé son pull contre mon gilet, Gabrielle estime que _ est très démodé.",le pull,le gilet,1,Gabrielle est contente d'avoir échangé son pull contre mon gilet. Elle pense que le pull est très démodé.,Gabrielle est contente d'avoir échangé son pull contre mon gilet. Elle pense que le gilet est très démodé.,2,-250.41245937347412,-250.32075881958008,0
98,Regarde! Il y a un requin qui nage juste en dessous de ce canard ! _ devrait vite se mettre à l'abri !,Attention ! Un requin nage juste sous ce canard ; _ devrait rapidement se mettre à l’abri !,le requin,le canard,2,Regarde! Il y a un requin qui nage juste en dessous de ce canard ! le requin devrait vite se mettre à l'abri !,Regarde! Il y a un requin qui nage juste en dessous de ce canard ! le canard devrait vite se mettre à l'abri !,2,-281.3588638305664,-280.21788597106934,1
99,J'ai lâché une aile de papillon sur la table et _ s'est cassée.,"En laissant tomber une aile de papillon sur la table, _ s’est cassée.",la table,l'aile de papillon,2,J'ai lâché une aile de papillon sur la table et la table s'est cassée.,J'ai lâché une aile de papillon sur la table et l'aile de papillon s'est cassée.,1,-198.27328300476074,-229.33716773986816,0
100,Lindsey aimait lire des romans graphiques mais Natalie aimait lire de la littérature classique. _ a acheté la nouvelle bande dessinée de Frank Miller à la librairie.,"Lindsey aimait lire des romans graphiques, mais Natalie préférait la littérature classique. La nouvelle bande dessinée de Frank Miller à la librairie a été achetée par _.",Lindsey,Natalie,1,Lindsey aimait lire des romans graphiques mais Natalie aimait lire de la littérature classique. Lindsey a acheté la nouvelle bande dessinée de Frank Miller à la librairie.,Lindsey aimait lire des romans graphiques mais Natalie aimait lire de la littérature classique. Natalie a acheté la nouvelle bande dessinée de Frank Miller à la librairie.,1,-364.14506340026855,-364.6122646331787,1
101,"Pour faire un glaçage, j’avais besoin de pudding qui se trouvait dans un magasin à 15 minutes, mais du glaçage déjà préparé était dans un magasin à 5 minutes. Le _ était plus proche.","Pour préparer le glaçage, j'avais besoin d'un pudding qui se trouvait dans un magasin à 15 minutes de chez moi, mais le glaçage pré-préparé se trouvait dans un magasin à 5 minutes de chez moi, ce qui fait que l'option la plus proche était _.",pudding,glaçage,2,"Pour faire un glaçage, j’avais besoin de pudding qui se trouvait dans un magasin à 15 minutes, mais du glaçage déjà préparé était dans un magasin à 5 minutes. Le pudding était plus proche.","Pour faire un glaçage, j’avais besoin de pudding qui se trouvait dans un magasin à 15 minutes, mais du glaçage déjà préparé était dans un magasin à 5 minutes. Le glaçage était plus proche.",2,-436.7940044403076,-427.45311164855957,1
102,Mary pensait que les caniches étaient des chiens cool mais Rachel trouvait les dogues allemands plus cool. _ a acheté un petit panier pour chien pour son animal.,"Mary pensait que les caniches étaient un chien cool, mais Rachel pensait que les grands danois étaient plus cool. Pour leur animal de compagnie, _ a acheté un petit lit pour chien.",Mary,Rachel,1,Mary pensait que les caniches étaient des chiens cool mais Rachel trouvait les dogues allemands plus cool. Mary a acheté un petit panier pour chien pour son animal.,Mary pensait que les caniches étaient des chiens cool mais Rachel trouvait les dogues allemands plus cool. Rachel a acheté un petit panier pour chien pour son animal.,1,-359.3648223876953,-360.290979385376,1
103,Joel a étudié les lois et a aidé à ouvrir une école maternelle pour Eric. Parce que _ est très doué avec les enfants.,"Joel a fait des recherches sur les lois et a aidé à ouvrir une école maternelle pour Eric, car _ est très doué avec les enfants.",Joel,Eric,2,Joel a étudié les lois et a aidé à ouvrir une école maternelle pour Eric. Parce que Joel est très doué avec les enfants.,Joel a étudié les lois et a aidé à ouvrir une école maternelle pour Eric. Parce que Eric est très doué avec les enfants.,2,-291.0980682373047,-280.22100734710693,1
104,"Angela pense que son mari pourrait la tromper avec Lindsey, et _ avoue lors du dîner.",Angela pense que son mari la trompe peut-être avec Lindsey. La personne qui avoue lors du dîner est _.,Angela,Lindsey,2,"Angela pense que son mari pourrait la tromper avec Lindsey, et Angela avoue lors du dîner.","Angela pense que son mari pourrait la tromper avec Lindsey, et Lindsey avoue lors du dîner.",1,-209.51270866394043,-230.48273754119873,0
105,Jill avait un budget limité donc elle a seulement acheté une nouvelle robe pour la cérémonie et a porté un vieux chapeau. Elle a pensé que  _ serait plus remarqué.,"Jill avait un budget serré et s'est contentée d'acheter une nouvelle robe pour la cérémonie et de porter un vieux chapeau, pensant que l'élément le moins visible serait  _.",la robe,le chapeau,1,Jill avait un budget limité donc elle a seulement acheté une nouvelle robe pour la cérémonie et a porté un vieux chapeau. Elle a pensé que  la robe serait plus remarqué.,Jill avait un budget limité donc elle a seulement acheté une nouvelle robe pour la cérémonie et a porté un vieux chapeau. Elle a pensé que  le chapeau serait plus remarqué.,1,-355.3660774230957,-355.8017702102661,1
106,"Randy a donné son cœur à Brian, et _ leur a bientôt dit qu’ils auraient dû garder leur cœur pour eux.","Randy a donné son cœur à Brian, et bientôt celui qui leur a dit qu'ils auraient dû garder leur cœur pour eux a été _.",Randy,Brian,2,"Randy a donné son cœur à Brian, et Randy leur a bientôt dit qu’ils auraient dû garder leur cœur pour eux.","Randy a donné son cœur à Brian, et Brian leur a bientôt dit qu’ils auraient dû garder leur cœur pour eux.",2,-281.672739982605,-270.70797634124756,1
107,"Mary voulait se faire un autre piercing à l’oreille, mais le _ était beaucoup trop petit.","Mary voulait se faire un autre piercing dans l'oreille, mais il était beaucoup trop petit,  _.",l'oreille,le piercing,1,"Mary voulait se faire un autre piercing à l’oreille, mais le l'oreille était beaucoup trop petit.","Mary voulait se faire un autre piercing à l’oreille, mais le le piercing était beaucoup trop petit.",2,-231.58376026153564,-220.59701442718506,0
108,"Mary voulait se faire un autre piercing à l’oreille, mais le _ était beaucoup trop grand.","Mary voulait se faire un autre piercing dans l'oreille, mais il était beaucoup trop grand,  _.",l'oreille,le piercing,2,"Mary voulait se faire un autre piercing à l’oreille, mais le l'oreille était beaucoup trop grand.","Mary voulait se faire un autre piercing à l’oreille, mais le le piercing était beaucoup trop grand.",2,-231.23767185211182,-220.67465686798096,1
109,L’adolescent a trouvé que le nouveau chapeau ne remplaçait pas sa chemise cool.  _ était juste cool à porter à l’école.,"L'adolescent a constaté que le nouveau chapeau ne remplaçait pas sa chemise cool. C'était juste cool à porter à l'école,  _.",le chapeau,la chemise,2,L’adolescent a trouvé que le nouveau chapeau ne remplaçait pas sa chemise cool.  le chapeau était juste cool à porter à l’école.,L’adolescent a trouvé que le nouveau chapeau ne remplaçait pas sa chemise cool.  la chemise était juste cool à porter à l’école.,1,-305.6344404220581,-306.8640384674072,0
110,Mary aidait la fille de Patricia à se maquiller mais _ regarde beaucoup de tutoriels de maquillage.,"Mary aidait la fille de Patricia à se maquiller, mais celle qui regarde beaucoup de tutoriels de maquillage est _.",Mary,Patricia,2,Mary aidait la fille de Patricia à se maquiller mais Mary regarde beaucoup de tutoriels de maquillage.,Mary aidait la fille de Patricia à se maquiller mais Patricia regarde beaucoup de tutoriels de maquillage.,1,-228.19429969787598,-228.8926944732666,0
111,Mary aidait la fille de Patricia à se maquiller parce que _ regarde beaucoup de tutoriels de maquillage.,"Mary aidait la fille de Patricia à se maquiller, car celle qui regarde beaucoup de tutoriels de maquillage est _.",Mary,Patricia,1,Mary aidait la fille de Patricia à se maquiller parce que Mary regarde beaucoup de tutoriels de maquillage.,Mary aidait la fille de Patricia à se maquiller parce que Patricia regarde beaucoup de tutoriels de maquillage.,1,-238.71116542816162,-239.085280418396,1
112,Il voulait passer le temps à la maison plutôt qu’au terrain de jeu parce que tout le monde au _ était amusant.,"Il voulait tuer le temps à la maison plutôt qu'au terrain de jeu, parce que tout le monde s'amusait au _.",terrain de jeux,maison,2,Il voulait passer le temps à la maison plutôt qu’au terrain de jeu parce que tout le monde au terrain de jeux était amusant.,Il voulait passer le temps à la maison plutôt qu’au terrain de jeu parce que tout le monde au maison était amusant.,2,-284.54754066467285,-264.22080421447754,1
113,Dieu aimait contrôler le jour et la nuit mais le _ était trop lumineux.,"Dieu aimait contrôler le jour et la nuit, mais il faisait trop clair pendant les _.",jour,nuit,1,Dieu aimait contrôler le jour et la nuit mais le jour était trop lumineux.,Dieu aimait contrôler le jour et la nuit mais le nuit était trop lumineux.,1,-154.49023246765137,-155.0367946624756,1
114,"Amy pensait être le miroir de Natalie, mais _ ne pouvait pas être convaincue de voir la ressemblance.","Amy pensait qu'elle était l'image inversée de Natalie, mais celle qui ne pouvait pas être convaincue de la similitude était _.",Amy,Natalie,2,"Amy pensait être le miroir de Natalie, mais Amy ne pouvait pas être convaincue de voir la ressemblance.","Amy pensait être le miroir de Natalie, mais Natalie ne pouvait pas être convaincue de voir la ressemblance.",1,-226.73215675354004,-248.9828004837036,0
115,La feuille récupérée peut facilement se cacher dans l’espace de la porte. _ est fine.,La feuille récupérée peut facilement être cachée entre les espaces de la porte en raison de la minceur de _.,la feuille,l'espace,1,La feuille récupérée peut facilement se cacher dans l’espace de la porte. la feuille est fine.,La feuille récupérée peut facilement se cacher dans l’espace de la porte. l'espace est fine.,1,-218.9153118133545,-230.05788803100586,1
116,La feuille récupérée peut facilement se cacher dans l’espace de la porte. _ est large.,"Entre l'espace de la porte, la feuille récupérée peut facilement être cachée en raison de la largeur de  _.",la feuille,l'espace,2,La feuille récupérée peut facilement se cacher dans l’espace de la porte. la feuille est large.,La feuille récupérée peut facilement se cacher dans l’espace de la porte. l'espace est large.,1,-219.1095838546753,-229.70303344726562,0
117,Steven pense qu’on peut acheter le bonheur mais Craig pense le contraire car _ est très réaliste.,"Steven pense qu'ils peuvent acheter le bonheur, mais Craig pense le contraire, car le plus réaliste est _.",Steven,Craig,2,Steven pense qu’on peut acheter le bonheur mais Craig pense le contraire car Steven est très réaliste.,Steven pense qu’on peut acheter le bonheur mais Craig pense le contraire car Craig est très réaliste.,2,-207.92960929870605,-207.80442714691162,1
118,Steven pense qu’on peut acheter le bonheur mais Craig pense le contraire car _ est très matérialiste.,"Steven pense qu'on peut acheter le bonheur, mais Craig pense le contraire, car celui qui est très matérialiste est _.",Steven,Craig,1,Steven pense qu’on peut acheter le bonheur mais Craig pense le contraire car Steven est très matérialiste.,Steven pense qu’on peut acheter le bonheur mais Craig pense le contraire car Craig est très matérialiste.,2,-208.6472043991089,-208.39393997192383,0
119,Pendant l’entraînement Rachel a poussé Megan dans ses retranchements pour se préparer au match parce que _ était l’entraîneur.,"Tout au long de l'entraînement, Rachel a repoussé les limites de Megan pour qu'elle soit prête pour le match parce que l'entraîneur était _.",Rachel,Megan,1,Pendant l’entraînement Rachel a poussé Megan dans ses retranchements pour se préparer au match parce que Rachel était l’entraîneur.,Pendant l’entraînement Rachel a poussé Megan dans ses retranchements pour se préparer au match parce que Megan était l’entraîneur.,1,-272.5888786315918,-282.55922985076904,1
120,"Brett naviguait sur internet quand il a trouvé l’information contrairement à Randy, _ préfère utiliser des livres.","Brett naviguait sur Internet et a trouvé l'information, contrairement à Randy. Celui qui préfère utiliser les livres est _.",Brett,Randy,2,"Brett naviguait sur internet quand il a trouvé l’information contrairement à Randy, Brett préfère utiliser des livres.","Brett naviguait sur internet quand il a trouvé l’information contrairement à Randy, Randy préfère utiliser des livres.",2,-270.0161647796631,-269.93041706085205,1
121,Dennis sait que Jeffrey aime les animaux et _ sait qu’il veut aller au zoo pour les voir.,"Dennis sait que Jeffrey est un amoureux des animaux et qu'il veut aller au zoo pour les voir, ce qui est connu par _.",Dennis,Jeffrey,1,Dennis sait que Jeffrey aime les animaux et Dennis sait qu’il veut aller au zoo pour les voir.,Dennis sait que Jeffrey aime les animaux et Jeffrey sait qu’il veut aller au zoo pour les voir.,2,-249.468599319458,-249.08577823638916,0
122,Le président a fait son discours à l’auditorium plutôt qu’au parc parce que _ était plus grand.,Le président a prononcé son discours à l'auditorium plutôt qu'au parc parce que la location la plus grande était  _.,auditorium,parc,1,Le président a fait son discours à l’auditorium plutôt qu’au parc parce que auditorium était plus grand.,Le président a fait son discours à l’auditorium plutôt qu’au parc parce que parc était plus grand.,2,-272.98570251464844,-251.2888126373291,0
123,"Quand Steven a découvert que son T-shirt avait rétréci au lavage, la première réaction de Robert a été de rire, et _ est ensuite devenu en colère.","Lorsque Steven a constaté que leur T-shirt avait rétréci dans la blanchisserie, la première réaction de Robert a été de rire. Celui qui s'est ensuite mis en colère est _.",Steven,Robert,1,"Quand Steven a découvert que son T-shirt avait rétréci au lavage, la première réaction de Robert a été de rire, et Steven est ensuite devenu en colère.","Quand Steven a découvert que son T-shirt avait rétréci au lavage, la première réaction de Robert a été de rire, et Robert est ensuite devenu en colère.",1,-338.2348155975342,-338.2645797729492,1
124,Rebecca pensait que les films Disney étaient les meilleurs à regarder mais Samantha préférait les films d’horreur. _ a loué Saw chez Redbox.,"Rebecca pensait que les films de Disney étaient la meilleure chose à regarder, mais Samantha préférait les films d'horreur. C'est ainsi que _ a loué Saw dans Redbox.",Rebecca,Samantha,2,Rebecca pensait que les films Disney étaient les meilleurs à regarder mais Samantha préférait les films d’horreur. Rebecca a loué Saw chez Redbox.,Rebecca pensait que les films Disney étaient les meilleurs à regarder mais Samantha préférait les films d’horreur. Samantha a loué Saw chez Redbox.,1,-324.6012992858887,-344.512412071228,0
125,Laura a apporté des extensions à Monica au salon pour que _ puisse traiter ses dreadlocks de manière professionnelle.,"Laura a apporté des extensions à Monica au salon, afin que _ puisse traiter leurs dreads de manière professionnelle.",Laura,Monica,2,Laura a apporté des extensions à Monica au salon pour que Laura puisse traiter ses dreadlocks de manière professionnelle.,Laura a apporté des extensions à Monica au salon pour que Monica puisse traiter ses dreadlocks de manière professionnelle.,1,-239.50380611419678,-239.5581817626953,0
126,Samuel a essayé sans succès de convaincre Brett de sécher l’école parce que _ était un élève absentéiste qui ne suivait pas les règles.,Samuel a essayé en vain de convaincre Brett de sécher l'école parce que l'absentéiste qui ne respectait pas les règles était _.,Samuel,Brett,1,Samuel a essayé sans succès de convaincre Brett de sécher l’école parce que Samuel était un élève absentéiste qui ne suivait pas les règles.,Samuel a essayé sans succès de convaincre Brett de sécher l’école parce que Brett était un élève absentéiste qui ne suivait pas les règles.,1,-310.8670120239258,-320.40567779541016,1
127,"L’administration fiscale a envoyé une lettre à Tim l’informant de l’audit, qui pouvait avoir lieu à la maison ou au bureau. Tim a choisi le cadre confortable de _ .","L'IRS a envoyé à Tim une lettre l'informant de l'audit, qui pouvait avoir lieu à la maison ou au bureau.  Tim a choisi le cadre confortable de _ .",bureau,maison,2,"L’administration fiscale a envoyé une lettre à Tim l’informant de l’audit, qui pouvait avoir lieu à la maison ou au bureau. Tim a choisi le cadre confortable de bureau .","L’administration fiscale a envoyé une lettre à Tim l’informant de l’audit, qui pouvait avoir lieu à la maison ou au bureau. Tim a choisi le cadre confortable de maison .",1,-428.2173433303833,-429.1318655014038,0
128,Mon arme a été inspectée avec un chiffon pour s’assurer qu’elle fonctionnait bien. _ était doux.,Mon arme a été inspectée à l'aide d'un chiffon pour s'assurer qu'elle fonctionnait correctement. L'objet mou était  _.,le chiffon,arme,1,Mon arme a été inspectée avec un chiffon pour s’assurer qu’elle fonctionnait bien. le chiffon était doux.,Mon arme a été inspectée avec un chiffon pour s’assurer qu’elle fonctionnait bien. arme était doux.,2,-248.3978395462036,-238.9615077972412,0
129,"La température en hiver est très différente de celle de l’été, _ est toujours plus basse.","La température en hiver est très différente de celle de l'été, la basse saison étant toujours _.",été,l'hiver,2,"La température en hiver est très différente de celle de l’été, été est toujours plus basse.","La température en hiver est très différente de celle de l’été, l'hiver est toujours plus basse.",1,-207.22071266174316,-228.89530086517334,0
